:==============================================================================:
| This file contains a transactional data dump of students entering and leaving|
| at the University Road drop-off gate. That is, the entrance closest to the   |
| Engineering buildings. There are three turnstiles. The first is North,       |
| denoted with 'N', and is closest to the Mineral Sciences Building. The second|
| is in the centre, denoted with 'C', and closest to the Mining Engineering    |
| Study Centre. The third is South, denoted by 'S', and is closest to the      |
| Engineering 2 Building.                                                      |
|                                                                              |
| The time stamp indicates the date and time as day/month/year HH:MM:SS. There |
| is a variable indicating whether this is an 'entry' into the campus or an    |
| 'exit' leaving the campus. The 'success' variable indicates a 'true' if the  |
| transaction was completed with only one tap of the student card, and 'false' |
| if two or more taps were required.                                           |
|                                                                              |
| The final variable indicates the system's estimate for the entry or exit     |
| transaction duration (in seconds). That is the time from when a student's    |
| card is first tapped until the turnstile is activated and locked again behind|
| the student.                                                                 |
:==============================================================================:
|         Date         |   Type   |   Turnstile  |   Success  |  Duration (s)  |
| 03/03/2020 07:15:46  |   entry  |            C |       true |           4.2  |
| 03/03/2020 07:16:46  |   entry  |            C |       true |          6.03  |
| 03/03/2020 07:18:36  |   entry  |            N |       true |          5.59  |
| 03/03/2020 07:18:44  |   entry  |            S |       true |          8.06  |
| 03/03/2020 07:21:21  |   entry  |            C |       true |          5.24  |
| 03/03/2020 07:21:41  |   entry  |            S |       true |          7.42  |
| 03/03/2020 07:21:50  |   entry  |            C |       true |          8.37  |
| 03/03/2020 07:23:24  |   entry  |            C |       true |           6.7  |
| 03/03/2020 07:24:22  |   entry  |            C |       true |          4.22  |
| 03/03/2020 07:25:38  |   entry  |            S |       true |          8.18  |
| 03/03/2020 07:25:55  |   entry  |            S |       true |          4.05  |
| 03/03/2020 07:26:40  |   entry  |            C |       true |             5  |
| 03/03/2020 07:27:38  |   entry  |            C |       true |          7.46  |
| 03/03/2020 07:28:45  |   entry  |            C |       true |          5.08  |
| 03/03/2020 07:29:10  |   entry  |            S |      false |          4.69  |
| 03/03/2020 07:29:50  |   entry  |            S |       true |          7.37  |
| 03/03/2020 07:30:17  |   entry  |            N |       true |          4.43  |
| 03/03/2020 07:31:60  |   entry  |            N |       true |          8.03  |
| 03/03/2020 07:32:34  |   entry  |            N |       true |          7.87  |
| 03/03/2020 07:34:06  |   entry  |            C |       true |          6.52  |
| 03/03/2020 07:34:42  |   entry  |            S |       true |          7.28  |
| 03/03/2020 07:35:43  |   entry  |            C |       true |          6.84  |
| 03/03/2020 07:35:52  |   entry  |            N |       true |          7.97  |
| 03/03/2020 07:35:56  |   entry  |            N |       true |          5.76  |
| 03/03/2020 07:36:54  |   entry  |            C |       true |           7.7  |
| 03/03/2020 07:38:31  |   entry  |            C |       true |           7.9  |
| 03/03/2020 07:40:49  |   entry  |            C |       true |          8.14  |
| 03/03/2020 07:41:49  |   entry  |            C |       true |          7.71  |
| 03/03/2020 07:42:38  |   entry  |            S |       true |          4.73  |
| 03/03/2020 07:45:41  |   entry  |            S |       true |          4.95  |
| 03/03/2020 07:46:33  |   entry  |            S |       true |          3.61  |
| 03/03/2020 07:48:34  |   entry  |            S |       true |           7.2  |
| 03/03/2020 07:48:35  |   entry  |            C |       true |          7.72  |
| 03/03/2020 07:48:43  |   entry  |            C |       true |          4.37  |
| 03/03/2020 07:49:52  |   entry  |            C |       true |          8.27  |
| 03/03/2020 07:50:14  |   entry  |            C |       true |          6.61  |
| 03/03/2020 07:50:31  |   entry  |            S |       true |          8.38  |
| 03/03/2020 07:51:09  |   entry  |            C |       true |          7.07  |
| 03/03/2020 07:51:23  |   entry  |            S |       true |          3.66  |
| 03/03/2020 07:52:51  |   entry  |            C |       true |          4.15  |
| 03/03/2020 07:54:22  |   entry  |            S |       true |          7.87  |
| 03/03/2020 07:55:24  |   entry  |            C |       true |          7.34  |
| 03/03/2020 07:55:27  |   entry  |            C |       true |          7.78  |
| 03/03/2020 07:58:13  |   entry  |            C |       true |          7.24  |
| 03/03/2020 07:58:18  |   entry  |            N |       true |          7.98  |
| 03/03/2020 07:59:22  |   entry  |            C |       true |          6.77  |
| 03/03/2020 07:59:40  |   entry  |            C |       true |          5.12  |
| 03/03/2020 07:59:46  |   entry  |            S |       true |          6.08  |
| 03/03/2020 08:00:15  |   entry  |            N |       true |          8.12  |
| 03/03/2020 08:02:47  |   entry  |            C |       true |          6.16  |
| 03/03/2020 08:06:12  |   entry  |            N |       true |          8.37  |
| 03/03/2020 08:07:16  |   entry  |            N |       true |          6.95  |
| 03/03/2020 08:07:17  |   entry  |            C |       true |          4.28  |
| 03/03/2020 08:07:23  |    exit  |            N |       true |          3.57  |
| 03/03/2020 08:07:25  |   entry  |            C |       true |          4.48  |
| 03/03/2020 08:07:39  |   entry  |            C |       true |          3.62  |
| 03/03/2020 08:08:51  |   entry  |            C |       true |          8.43  |
| 03/03/2020 08:09:25  |    exit  |            C |       true |          4.79  |
| 03/03/2020 08:10:17  |   entry  |            C |       true |          8.54  |
| 03/03/2020 08:11:25  |    exit  |            C |       true |          6.36  |
| 03/03/2020 08:12:01  |   entry  |            C |      false |           4.5  |
| 03/03/2020 08:12:17  |   entry  |            C |       true |          5.87  |
| 03/03/2020 08:12:52  |   entry  |            S |       true |           7.2  |
| 03/03/2020 08:13:22  |   entry  |            S |       true |           4.7  |
| 03/03/2020 08:14:58  |   entry  |            S |       true |          6.78  |
| 03/03/2020 08:15:02  |   entry  |            C |       true |          4.44  |
| 03/03/2020 08:15:13  |   entry  |            C |       true |          3.71  |
| 03/03/2020 08:17:29  |   entry  |            S |       true |          5.09  |
| 03/03/2020 08:17:45  |   entry  |            C |       true |          7.92  |
| 03/03/2020 08:17:48  |   entry  |            C |       true |          4.25  |
| 03/03/2020 08:18:06  |   entry  |            S |       true |          7.83  |
| 03/03/2020 08:18:32  |   entry  |            C |       true |          7.24  |
| 03/03/2020 08:18:41  |   entry  |            S |       true |          4.23  |
| 03/03/2020 08:18:59  |   entry  |            S |       true |          4.23  |
| 03/03/2020 08:20:55  |   entry  |            C |       true |          5.16  |
| 03/03/2020 08:22:47  |   entry  |            S |       true |          3.59  |
| 03/03/2020 08:22:55  |   entry  |            C |       true |          8.14  |
| 03/03/2020 08:25:21  |   entry  |            C |       true |          3.88  |
| 03/03/2020 08:25:41  |   entry  |            C |       true |          7.49  |
| 03/03/2020 08:25:50  |   entry  |            S |       true |          7.68  |
| 03/03/2020 08:25:58  |   entry  |            C |       true |          5.41  |
| 03/03/2020 08:27:30  |   entry  |            C |       true |          6.14  |
| 03/03/2020 08:27:39  |   entry  |            S |       true |          7.31  |
| 03/03/2020 08:28:48  |   entry  |            S |       true |          5.76  |
| 03/03/2020 08:28:54  |   entry  |            C |       true |          6.86  |
| 03/03/2020 08:29:50  |   entry  |            S |       true |           5.9  |
| 03/03/2020 08:30:34  |   entry  |            N |       true |          7.64  |
| 03/03/2020 08:30:58  |   entry  |            S |       true |           6.4  |
| 03/03/2020 08:32:41  |   entry  |            C |      false |          6.03  |
| 03/03/2020 08:33:02  |   entry  |            N |       true |          8.52  |
| 03/03/2020 08:33:10  |   entry  |            N |       true |          4.05  |
| 03/03/2020 08:33:31  |    exit  |            C |       true |          6.27  |
| 03/03/2020 08:33:54  |   entry  |            C |       true |          5.06  |
| 03/03/2020 08:34:60  |   entry  |            C |       true |          8.46  |
| 03/03/2020 08:35:57  |   entry  |            C |       true |          7.24  |
| 03/03/2020 08:37:00  |   entry  |            C |       true |          3.64  |
| 03/03/2020 08:37:54  |   entry  |            S |       true |          3.75  |
| 03/03/2020 08:38:07  |   entry  |            S |       true |          5.39  |
| 03/03/2020 08:38:37  |   entry  |            C |       true |           4.5  |
| 03/03/2020 08:38:58  |   entry  |            S |       true |             8  |
| 03/03/2020 08:39:32  |   entry  |            S |       true |          8.25  |
| 03/03/2020 08:39:42  |   entry  |            S |       true |          5.93  |
| 03/03/2020 08:39:49  |   entry  |            C |       true |          5.82  |
| 03/03/2020 08:40:46  |   entry  |            N |       true |          8.31  |
| 03/03/2020 08:41:01  |   entry  |            C |      false |           3.8  |
| 03/03/2020 08:41:06  |   entry  |            N |       true |          8.53  |
| 03/03/2020 08:42:37  |   entry  |            S |       true |          5.64  |
| 03/03/2020 08:42:56  |   entry  |            C |       true |          4.19  |
| 03/03/2020 08:44:10  |   entry  |            S |       true |          4.49  |
| 03/03/2020 08:44:47  |    exit  |            C |       true |          5.12  |
| 03/03/2020 08:45:14  |   entry  |            C |       true |          5.36  |
| 03/03/2020 08:45:44  |   entry  |            S |       true |          6.69  |
| 03/03/2020 08:46:02  |   entry  |            S |       true |          7.34  |
| 03/03/2020 08:46:29  |   entry  |            N |       true |          5.31  |
| 03/03/2020 08:48:40  |    exit  |            S |       true |          5.46  |
| 03/03/2020 08:49:35  |    exit  |            C |       true |          4.39  |
| 03/03/2020 08:51:57  |   entry  |            C |       true |          8.51  |
| 03/03/2020 08:52:43  |   entry  |            C |       true |          3.74  |
| 03/03/2020 08:52:52  |   entry  |            C |       true |          7.06  |
| 03/03/2020 08:53:05  |    exit  |            N |       true |          7.15  |
| 03/03/2020 08:53:24  |   entry  |            C |       true |          4.23  |
| 03/03/2020 08:55:38  |   entry  |            C |       true |             5  |
| 03/03/2020 08:55:58  |   entry  |            C |       true |          7.85  |
| 03/03/2020 08:57:31  |   entry  |            N |       true |          5.22  |
| 03/03/2020 08:58:34  |   entry  |            S |       true |          5.17  |
| 03/03/2020 08:58:45  |   entry  |            C |       true |          7.01  |
| 03/03/2020 08:58:49  |   entry  |            C |       true |          7.69  |
| 03/03/2020 08:59:38  |   entry  |            C |       true |          5.72  |
| 03/03/2020 09:00:50  |   entry  |            C |       true |          6.81  |
| 03/03/2020 09:01:29  |   entry  |            C |       true |          5.29  |
| 03/03/2020 09:02:29  |   entry  |            C |       true |          4.22  |
| 03/03/2020 09:02:37  |   entry  |            N |       true |          7.02  |
| 03/03/2020 09:02:40  |   entry  |            C |      false |           8.2  |
| 03/03/2020 09:03:06  |   entry  |            C |       true |          3.97  |
| 03/03/2020 09:04:26  |   entry  |            S |       true |          6.62  |
| 03/03/2020 09:07:23  |   entry  |            C |      false |          5.09  |
| 03/03/2020 09:07:24  |    exit  |            C |       true |          5.45  |
| 03/03/2020 09:07:31  |   entry  |            C |       true |          5.45  |
| 03/03/2020 09:08:28  |    exit  |            S |       true |          5.87  |
| 03/03/2020 09:09:12  |   entry  |            C |       true |             4  |
| 03/03/2020 09:09:31  |   entry  |            S |       true |           4.7  |
| 03/03/2020 09:09:57  |   entry  |            S |       true |          8.13  |
| 03/03/2020 09:10:05  |   entry  |            N |       true |          5.11  |
| 03/03/2020 09:10:35  |   entry  |            S |       true |          6.41  |
| 03/03/2020 09:11:10  |   entry  |            S |       true |          5.23  |
| 03/03/2020 09:12:33  |    exit  |            C |       true |           3.8  |
| 03/03/2020 09:12:36  |   entry  |            C |       true |           5.2  |
| 03/03/2020 09:13:02  |   entry  |            C |       true |          7.39  |
| 03/03/2020 09:13:20  |   entry  |            C |       true |          4.66  |
| 03/03/2020 09:13:21  |   entry  |            C |       true |          7.26  |
| 03/03/2020 09:13:49  |   entry  |            N |      false |          3.56  |
| 03/03/2020 09:14:41  |   entry  |            N |       true |          7.15  |
| 03/03/2020 09:14:56  |   entry  |            C |       true |          4.96  |
| 03/03/2020 09:15:19  |   entry  |            S |       true |          5.54  |
| 03/03/2020 09:15:35  |   entry  |            C |       true |          4.05  |
| 03/03/2020 09:15:51  |   entry  |            C |       true |          8.15  |
| 03/03/2020 09:16:04  |    exit  |            C |       true |          6.61  |
| 03/03/2020 09:16:15  |   entry  |            C |       true |          7.33  |
| 03/03/2020 09:17:30  |   entry  |            N |       true |          7.81  |
| 03/03/2020 09:22:17  |   entry  |            C |       true |          4.61  |
| 03/03/2020 09:23:18  |   entry  |            N |       true |           5.7  |
| 03/03/2020 09:23:32  |   entry  |            C |       true |          7.88  |
| 03/03/2020 09:23:36  |   entry  |            C |       true |          5.65  |
| 03/03/2020 09:24:10  |    exit  |            S |       true |          4.01  |
| 03/03/2020 09:24:48  |    exit  |            C |       true |          4.12  |
| 03/03/2020 09:26:03  |   entry  |            C |       true |          5.17  |
| 03/03/2020 09:27:55  |   entry  |            C |       true |          6.67  |
| 03/03/2020 09:29:16  |   entry  |            N |       true |          7.33  |
| 03/03/2020 09:29:23  |    exit  |            N |       true |          4.54  |
| 03/03/2020 09:31:27  |   entry  |            C |       true |          7.98  |
| 03/03/2020 09:32:19  |    exit  |            C |       true |          3.62  |
| 03/03/2020 09:32:36  |   entry  |            N |       true |          4.75  |
| 03/03/2020 09:33:16  |   entry  |            S |       true |          4.03  |
| 03/03/2020 09:33:44  |    exit  |            C |       true |          5.37  |
| 03/03/2020 09:33:52  |    exit  |            S |       true |          5.82  |
| 03/03/2020 09:34:49  |   entry  |            N |       true |          5.52  |
| 03/03/2020 09:36:22  |    exit  |            N |       true |           7.3  |
| 03/03/2020 09:36:52  |   entry  |            C |       true |          5.65  |
| 03/03/2020 09:37:25  |   entry  |            C |       true |          4.57  |
| 03/03/2020 09:37:44  |   entry  |            S |       true |          3.79  |
| 03/03/2020 09:37:55  |    exit  |            C |       true |          3.99  |
| 03/03/2020 09:38:37  |   entry  |            C |       true |          3.59  |
| 03/03/2020 09:38:45  |   entry  |            C |       true |           6.7  |
| 03/03/2020 09:41:19  |    exit  |            N |       true |          5.58  |
| 03/03/2020 09:41:38  |   entry  |            C |       true |          7.09  |
| 03/03/2020 09:42:32  |    exit  |            C |       true |          6.37  |
| 03/03/2020 09:43:24  |   entry  |            C |       true |          4.73  |
| 03/03/2020 09:45:27  |    exit  |            C |       true |             4  |
| 03/03/2020 09:45:37  |    exit  |            S |       true |          8.51  |
| 03/03/2020 09:46:44  |   entry  |            S |       true |          4.14  |
| 03/03/2020 09:46:51  |   entry  |            C |       true |          7.68  |
| 03/03/2020 09:47:23  |   entry  |            C |       true |          3.69  |
| 03/03/2020 09:47:54  |   entry  |            C |       true |          7.99  |
| 03/03/2020 09:48:01  |   entry  |            S |       true |          6.44  |
| 03/03/2020 09:50:53  |   entry  |            S |       true |          6.71  |
| 03/03/2020 09:52:16  |   entry  |            N |       true |          5.21  |
| 03/03/2020 09:52:17  |   entry  |            C |       true |          5.51  |
| 03/03/2020 09:54:33  |   entry  |            S |       true |          7.41  |
| 03/03/2020 09:54:36  |   entry  |            S |       true |           4.4  |
| 03/03/2020 09:54:37  |   entry  |            C |       true |          7.09  |
| 03/03/2020 09:55:44  |   entry  |            C |       true |          8.36  |
| 03/03/2020 09:56:37  |    exit  |            S |       true |          7.37  |
| 03/03/2020 09:56:52  |   entry  |            S |       true |          7.76  |
| 03/03/2020 09:57:10  |   entry  |            C |       true |          5.83  |
| 03/03/2020 09:57:41  |   entry  |            C |       true |          3.81  |
| 03/03/2020 09:58:47  |   entry  |            C |       true |          7.29  |
| 03/03/2020 09:59:25  |   entry  |            S |       true |          7.47  |
| 03/03/2020 09:59:52  |   entry  |            S |       true |          4.67  |
| 03/03/2020 10:00:08  |    exit  |            S |      false |          8.17  |
| 03/03/2020 10:01:44  |   entry  |            N |       true |          8.23  |
| 03/03/2020 10:02:17  |    exit  |            N |       true |          4.48  |
| 03/03/2020 10:02:21  |   entry  |            C |       true |          7.44  |
| 03/03/2020 10:02:35  |   entry  |            C |       true |          4.86  |
| 03/03/2020 10:06:13  |    exit  |            C |       true |          7.97  |
| 03/03/2020 10:06:54  |    exit  |            N |       true |          8.45  |
| 03/03/2020 10:07:27  |   entry  |            C |       true |           6.1  |
| 03/03/2020 10:07:36  |   entry  |            C |       true |             6  |
| 03/03/2020 10:07:37  |    exit  |            C |      false |          5.71  |
| 03/03/2020 10:07:55  |   entry  |            C |       true |          7.89  |
| 03/03/2020 10:13:26  |    exit  |            C |       true |           5.4  |
| 03/03/2020 10:13:29  |   entry  |            S |       true |          4.09  |
| 03/03/2020 10:13:40  |   entry  |            C |       true |          4.81  |
| 03/03/2020 10:13:48  |   entry  |            S |      false |          7.22  |
| 03/03/2020 10:14:13  |   entry  |            N |       true |          8.26  |
| 03/03/2020 10:15:06  |   entry  |            S |       true |          3.63  |
| 03/03/2020 10:15:42  |   entry  |            C |       true |          4.87  |
| 03/03/2020 10:16:31  |   entry  |            C |       true |          4.99  |
| 03/03/2020 10:17:16  |    exit  |            S |       true |          5.65  |
| 03/03/2020 10:18:17  |    exit  |            N |      false |          6.63  |
| 03/03/2020 10:18:30  |    exit  |            C |       true |          4.54  |
| 03/03/2020 10:19:19  |   entry  |            C |       true |          4.23  |
| 03/03/2020 10:19:40  |   entry  |            N |       true |          6.81  |
| 03/03/2020 10:19:51  |    exit  |            N |       true |          6.83  |
| 03/03/2020 10:20:35  |    exit  |            S |       true |          7.07  |
| 03/03/2020 10:20:40  |   entry  |            C |       true |          5.01  |
| 03/03/2020 10:20:48  |   entry  |            C |       true |          4.04  |
| 03/03/2020 10:21:21  |   entry  |            C |       true |          8.12  |
| 03/03/2020 10:21:25  |   entry  |            S |       true |          3.65  |
| 03/03/2020 10:21:44  |   entry  |            C |       true |          4.02  |
| 03/03/2020 10:21:52  |   entry  |            N |       true |          4.85  |
| 03/03/2020 10:22:08  |   entry  |            N |       true |          7.89  |
| 03/03/2020 10:27:38  |    exit  |            C |       true |          5.19  |
| 03/03/2020 10:28:19  |   entry  |            C |       true |          8.28  |
| 03/03/2020 10:28:31  |    exit  |            C |       true |          8.47  |
| 03/03/2020 10:29:54  |   entry  |            C |       true |           8.4  |
| 03/03/2020 10:30:59  |    exit  |            C |       true |          5.62  |
| 03/03/2020 10:34:09  |   entry  |            N |       true |          5.35  |
| 03/03/2020 10:35:36  |   entry  |            C |       true |          7.39  |
| 03/03/2020 10:37:03  |   entry  |            S |       true |          5.77  |
| 03/03/2020 10:40:24  |    exit  |            S |       true |          3.91  |
| 03/03/2020 10:40:45  |    exit  |            S |       true |          5.73  |
| 03/03/2020 10:42:37  |   entry  |            C |       true |             8  |
| 03/03/2020 10:42:48  |   entry  |            S |       true |          5.32  |
| 03/03/2020 10:44:42  |    exit  |            C |       true |           7.8  |
| 03/03/2020 10:44:43  |    exit  |            C |       true |          6.19  |
| 03/03/2020 10:47:24  |   entry  |            S |       true |           4.3  |
| 03/03/2020 10:48:11  |    exit  |            C |       true |          5.15  |
| 03/03/2020 10:48:39  |    exit  |            C |       true |          5.61  |
| 03/03/2020 10:50:08  |    exit  |            S |       true |          5.49  |
| 03/03/2020 10:50:52  |   entry  |            C |       true |          6.33  |
| 03/03/2020 10:54:30  |    exit  |            S |       true |          3.82  |
| 03/03/2020 10:55:45  |    exit  |            C |       true |           7.3  |
| 03/03/2020 10:55:52  |   entry  |            C |       true |          8.53  |
| 03/03/2020 10:56:32  |   entry  |            S |       true |          7.14  |
| 03/03/2020 10:57:04  |   entry  |            S |       true |          4.82  |
| 03/03/2020 10:57:57  |   entry  |            C |       true |          5.18  |
| 03/03/2020 10:58:11  |   entry  |            C |       true |          7.09  |
| 03/03/2020 10:58:39  |   entry  |            N |       true |          5.76  |
| 03/03/2020 11:00:23  |   entry  |            C |       true |          6.51  |
| 03/03/2020 11:00:38  |   entry  |            C |      false |          7.01  |
| 03/03/2020 11:01:30  |   entry  |            S |       true |          8.19  |
| 03/03/2020 11:02:15  |    exit  |            N |       true |          8.13  |
| 03/03/2020 11:04:25  |   entry  |            C |       true |          7.14  |
| 03/03/2020 11:05:09  |   entry  |            S |       true |          8.08  |
| 03/03/2020 11:05:46  |    exit  |            C |       true |          3.83  |
| 03/03/2020 11:09:28  |    exit  |            N |       true |          7.83  |
| 03/03/2020 11:12:13  |   entry  |            C |       true |          4.15  |
| 03/03/2020 11:12:59  |    exit  |            C |       true |           6.8  |
| 03/03/2020 11:17:13  |    exit  |            C |       true |          8.54  |
| 03/03/2020 11:19:36  |    exit  |            N |       true |          7.69  |
| 03/03/2020 11:20:10  |   entry  |            C |       true |          5.53  |
| 03/03/2020 11:22:42  |    exit  |            C |       true |          7.53  |
| 03/03/2020 11:25:29  |   entry  |            N |       true |          7.47  |
| 03/03/2020 11:25:57  |    exit  |            N |       true |          7.01  |
| 03/03/2020 11:26:21  |   entry  |            S |       true |          8.36  |
| 03/03/2020 11:27:59  |    exit  |            C |       true |           7.7  |
| 03/03/2020 11:28:42  |   entry  |            C |       true |          6.51  |
| 03/03/2020 11:29:57  |   entry  |            C |       true |          6.67  |
| 03/03/2020 11:30:06  |   entry  |            C |       true |          4.52  |
| 03/03/2020 11:31:51  |   entry  |            N |       true |          5.71  |
| 03/03/2020 11:32:56  |    exit  |            C |      false |          4.12  |
| 03/03/2020 11:33:09  |   entry  |            N |       true |          7.28  |
| 03/03/2020 11:37:09  |   entry  |            N |       true |          3.57  |
| 03/03/2020 11:37:34  |   entry  |            S |       true |          4.88  |
| 03/03/2020 11:37:41  |   entry  |            C |       true |           7.8  |
| 03/03/2020 11:39:35  |    exit  |            C |       true |          6.19  |
| 03/03/2020 11:39:56  |   entry  |            S |       true |          7.65  |
| 03/03/2020 11:41:07  |   entry  |            C |       true |           5.8  |
| 03/03/2020 11:42:56  |    exit  |            C |       true |           6.9  |
| 03/03/2020 11:45:28  |    exit  |            S |       true |          5.83  |
| 03/03/2020 11:45:42  |    exit  |            C |       true |          4.42  |
| 03/03/2020 11:46:45  |    exit  |            C |       true |          7.16  |
| 03/03/2020 11:46:60  |    exit  |            S |       true |          3.91  |
| 03/03/2020 11:48:39  |    exit  |            N |       true |          7.77  |
| 03/03/2020 11:50:15  |   entry  |            S |       true |           6.4  |
| 03/03/2020 11:51:02  |    exit  |            S |       true |          7.77  |
| 03/03/2020 11:52:08  |   entry  |            C |       true |          3.99  |
| 03/03/2020 11:53:55  |   entry  |            S |       true |           7.5  |
| 03/03/2020 11:54:24  |   entry  |            C |       true |          7.06  |
| 03/03/2020 11:55:44  |   entry  |            C |       true |          6.63  |
| 03/03/2020 11:56:40  |   entry  |            S |       true |          5.97  |
| 03/03/2020 11:56:58  |    exit  |            C |       true |          7.24  |
| 03/03/2020 11:57:31  |    exit  |            S |       true |          4.64  |
| 03/03/2020 11:59:42  |    exit  |            S |       true |          7.82  |
| 03/03/2020 12:04:48  |    exit  |            N |       true |          5.73  |
| 03/03/2020 12:05:52  |    exit  |            S |       true |          7.47  |
| 03/03/2020 12:10:20  |    exit  |            S |       true |           6.5  |
| 03/03/2020 12:11:40  |    exit  |            S |      false |          7.05  |
| 03/03/2020 12:12:21  |    exit  |            C |       true |          4.34  |
| 03/03/2020 12:13:14  |    exit  |            C |       true |          4.13  |
| 03/03/2020 12:13:31  |   entry  |            C |       true |          3.68  |
| 03/03/2020 12:16:01  |   entry  |            N |       true |             7  |
| 03/03/2020 12:17:53  |   entry  |            S |       true |          3.61  |
| 03/03/2020 12:17:57  |   entry  |            S |       true |          4.94  |
| 03/03/2020 12:18:34  |   entry  |            S |       true |          5.49  |
| 03/03/2020 12:19:59  |    exit  |            C |       true |           7.7  |
| 03/03/2020 12:20:33  |   entry  |            S |       true |          8.45  |
| 03/03/2020 12:20:38  |    exit  |            C |       true |          5.04  |
| 03/03/2020 12:20:40  |   entry  |            C |       true |          5.76  |
| 03/03/2020 12:20:47  |   entry  |            C |       true |          4.43  |
| 03/03/2020 12:21:17  |   entry  |            C |       true |          7.17  |
| 03/03/2020 12:21:34  |   entry  |            S |       true |          6.13  |
| 03/03/2020 12:23:08  |    exit  |            C |       true |          5.29  |
| 03/03/2020 12:23:17  |   entry  |            C |       true |          6.19  |
| 03/03/2020 12:24:08  |   entry  |            S |       true |          7.31  |
| 03/03/2020 12:27:46  |   entry  |            S |       true |          3.83  |
| 03/03/2020 12:28:38  |   entry  |            C |       true |          5.72  |
| 03/03/2020 12:28:41  |   entry  |            N |       true |          5.09  |
| 03/03/2020 12:28:57  |   entry  |            C |       true |          4.62  |
| 03/03/2020 12:29:56  |    exit  |            S |       true |          7.87  |
| 03/03/2020 12:34:05  |    exit  |            N |       true |           6.9  |
| 03/03/2020 12:35:20  |    exit  |            C |       true |          6.68  |
| 03/03/2020 12:38:59  |    exit  |            N |       true |          7.33  |
| 03/03/2020 12:39:48  |   entry  |            C |       true |          4.01  |
| 03/03/2020 12:40:34  |   entry  |            S |       true |          6.24  |
| 03/03/2020 12:40:57  |   entry  |            C |       true |          5.52  |
| 03/03/2020 12:42:51  |   entry  |            C |       true |          5.47  |
| 03/03/2020 12:43:03  |    exit  |            C |       true |          6.33  |
| 03/03/2020 12:43:07  |    exit  |            S |       true |          7.89  |
| 03/03/2020 12:44:38  |   entry  |            S |       true |          7.93  |
| 03/03/2020 12:45:10  |    exit  |            C |       true |          5.28  |
| 03/03/2020 12:45:58  |   entry  |            N |       true |          4.63  |
| 03/03/2020 12:45:59  |   entry  |            S |       true |          5.24  |
| 03/03/2020 12:47:31  |   entry  |            C |       true |          4.04  |
| 03/03/2020 12:47:53  |   entry  |            C |       true |          3.91  |
| 03/03/2020 12:48:37  |    exit  |            C |       true |          3.62  |
| 03/03/2020 12:49:16  |   entry  |            N |       true |          6.64  |
| 03/03/2020 12:51:18  |    exit  |            C |       true |          6.61  |
| 03/03/2020 12:52:56  |    exit  |            S |       true |          4.74  |
| 03/03/2020 12:54:19  |    exit  |            S |       true |          4.96  |
| 03/03/2020 12:55:07  |    exit  |            C |       true |          4.61  |
| 03/03/2020 12:55:30  |    exit  |            N |       true |          6.54  |
| 03/03/2020 12:56:57  |   entry  |            C |       true |          4.99  |
| 03/03/2020 12:57:30  |   entry  |            S |       true |          5.02  |
| 03/03/2020 12:57:44  |   entry  |            C |       true |          5.65  |
| 03/03/2020 13:01:06  |   entry  |            C |       true |          8.12  |
| 03/03/2020 13:01:16  |    exit  |            C |       true |           6.5  |
| 03/03/2020 13:01:46  |    exit  |            C |       true |          8.31  |
| 03/03/2020 13:02:39  |   entry  |            N |       true |          7.34  |
| 03/03/2020 13:04:44  |    exit  |            C |       true |          6.15  |
| 03/03/2020 13:06:28  |    exit  |            S |       true |          8.33  |
| 03/03/2020 13:07:09  |   entry  |            S |       true |           6.3  |
| 03/03/2020 13:07:13  |   entry  |            C |       true |          4.18  |
| 03/03/2020 13:10:16  |    exit  |            C |       true |          6.81  |
| 03/03/2020 13:13:07  |    exit  |            S |       true |           8.3  |
| 03/03/2020 13:13:11  |   entry  |            S |       true |          6.74  |
| 03/03/2020 13:13:20  |   entry  |            N |       true |          8.29  |
| 03/03/2020 13:13:24  |    exit  |            S |       true |          5.06  |
| 03/03/2020 13:15:07  |   entry  |            S |       true |          5.86  |
| 03/03/2020 13:16:31  |    exit  |            S |       true |          3.55  |
| 03/03/2020 13:17:01  |    exit  |            S |       true |          7.13  |
| 03/03/2020 13:17:12  |    exit  |            N |       true |          7.03  |
| 03/03/2020 13:17:25  |   entry  |            C |       true |          8.31  |
| 03/03/2020 13:17:59  |    exit  |            C |       true |          8.16  |
| 03/03/2020 13:18:35  |    exit  |            C |       true |           4.9  |
| 03/03/2020 13:18:46  |   entry  |            C |       true |          8.11  |
| 03/03/2020 13:24:06  |   entry  |            C |       true |          6.04  |
| 03/03/2020 13:25:54  |    exit  |            S |       true |          3.63  |
| 03/03/2020 13:27:03  |    exit  |            C |      false |          6.22  |
| 03/03/2020 13:27:20  |    exit  |            C |       true |          5.26  |
| 03/03/2020 13:28:04  |   entry  |            C |       true |          7.26  |
| 03/03/2020 13:28:04  |    exit  |            C |       true |          8.01  |
| 03/03/2020 13:28:26  |    exit  |            C |       true |          4.82  |
| 03/03/2020 13:29:32  |   entry  |            N |       true |          6.41  |
| 03/03/2020 13:30:45  |   entry  |            C |       true |          4.57  |
| 03/03/2020 13:31:53  |   entry  |            C |       true |          6.23  |
| 03/03/2020 13:33:39  |   entry  |            C |       true |          5.13  |
| 03/03/2020 13:34:26  |   entry  |            C |       true |          7.16  |
