,Date,Type,Turnstile,Success,Duration (s)
3788,24/02/2020 00:00:3821,exit,S,true,5.29
3789,24/02/2020 00:00:3822,exit,C,true,6.03
3790,24/02/2020 00:00:3823,exit,N,true,7.05
3791,24/02/2020 00:00:3824,exit,C,true,4.23
3792,24/02/2020 00:00:3825,exit,N,true,7.64
3793,24/02/2020 00:00:3826,exit,C,true,6.79
3794,24/02/2020 00:00:3827,exit,N,true,4.64
3795,24/02/2020 00:00:3828,exit,C,true,5.13
3796,24/02/2020 00:00:3829,exit,C,true,3.94
3797,24/02/2020 00:00:3830,exit,C,true,6.37
3798,24/02/2020 00:00:3831,exit,C,true,7.22
3799,24/02/2020 00:00:3832,exit,C,true,3.97
3800,24/02/2020 00:00:3833,exit,C,true,4.24
3801,24/02/2020 00:00:3834,exit,S,true,4.18
3802,24/02/2020 00:00:3835,exit,S,true,7.2
3803,24/02/2020 00:00:3836,exit,S,true,3.95
3804,24/02/2020 00:00:3837,entry,C,true,6.66
3805,24/02/2020 00:00:3838,entry,S,true,6.37
3806,24/02/2020 00:00:3839,exit,S,true,5.69
3807,24/02/2020 00:00:3840,exit,N,true,8.51
3808,24/02/2020 00:00:3841,exit,S,false,6.89
3809,24/02/2020 00:00:3842,exit,S,true,6.63
3810,24/02/2020 00:00:3843,exit,S,true,6.57
3811,24/02/2020 00:00:3844,exit,C,true,5.43
3812,24/02/2020 00:00:3845,exit,C,true,5.06
3813,24/02/2020 00:00:3846,exit,C,true,3.96
3814,24/02/2020 00:00:3847,exit,C,true,3.56
3815,24/02/2020 00:00:3848,exit,N,true,3.69
3816,24/02/2020 00:00:3849,entry,C,true,6.75
3817,24/02/2020 00:00:3850,exit,N,true,5.09
3818,24/02/2020 00:00:3851,exit,S,true,4.25
3819,24/02/2020 00:00:3852,exit,N,true,5.85
3820,24/02/2020 00:00:3853,exit,S,true,3.78
3821,24/02/2020 00:00:3854,exit,S,true,3.96
3822,24/02/2020 00:00:3855,exit,S,true,4.6
3823,24/02/2020 00:00:3856,exit,S,true,6.74
3824,24/02/2020 00:00:3857,exit,C,true,8.03
3825,24/02/2020 00:00:3858,exit,C,true,6.69
3826,24/02/2020 00:00:3859,exit,C,true,3.98
3827,24/02/2020 00:00:3860,exit,S,true,5.03
3828,24/02/2020 00:00:3861,exit,N,true,6.28
3829,24/02/2020 00:00:3862,exit,S,true,4.77
3830,24/02/2020 00:00:3863,entry,S,true,4.31
3831,24/02/2020 00:00:3864,exit,N,true,8.04
3832,24/02/2020 00:00:3865,exit,S,true,6.67
3833,24/02/2020 00:00:3866,exit,N,true,4.17
3834,24/02/2020 00:00:3867,exit,C,true,7.6
3835,24/02/2020 00:00:3868,entry,C,true,4.54
3836,24/02/2020 00:00:3869,exit,S,true,5.11
3837,24/02/2020 00:00:3870,entry,N,true,8.1
3838,24/02/2020 00:00:3871,entry,S,true,6.3
3839,24/02/2020 00:00:3872,entry,S,true,6.34
3840,24/02/2020 00:00:3873,entry,C,true,7.73
3841,24/02/2020 00:00:3874,exit,C,true,8.18
3842,24/02/2020 00:00:3875,entry,S,true,6.34
3843,24/02/2020 00:00:3876,exit,C,true,6.32
3844,24/02/2020 00:00:3877,exit,S,true,5.15
3845,24/02/2020 00:00:3878,exit,S,true,3.77
3846,24/02/2020 00:00:3879,exit,S,true,5.73
3847,24/02/2020 00:00:3880,exit,C,true,8.09
3848,24/02/2020 00:00:3881,entry,C,true,5.39
3849,24/02/2020 00:00:3882,exit,C,true,5.73
3850,24/02/2020 00:00:3883,exit,C,true,7.38
3851,24/02/2020 00:00:3884,exit,N,true,8.2
3852,24/02/2020 00:00:3885,entry,C,true,7.22
3853,24/02/2020 00:00:3886,exit,N,true,8.45
3854,24/02/2020 00:00:3887,exit,S,true,6.96
3855,24/02/2020 00:00:3888,exit,C,false,7.43
3856,24/02/2020 00:00:3889,entry,C,false,4.18
3857,24/02/2020 00:00:3890,exit,C,true,4.96
3858,24/02/2020 00:00:3891,exit,C,true,7.36
3859,24/02/2020 00:00:3892,exit,S,false,7.67
3860,24/02/2020 00:00:3893,exit,C,false,8.18
3861,24/02/2020 00:00:3894,entry,N,true,5.19
3862,24/02/2020 00:00:3895,entry,C,true,6.32
3863,24/02/2020 00:00:3896,entry,N,false,8.2
3864,24/02/2020 00:00:3897,entry,C,true,6.96
3865,24/02/2020 00:00:3898,exit,S,true,8.03
3866,24/02/2020 00:00:3899,exit,N,true,3.75
3867,24/02/2020 00:00:3900,exit,C,true,4.69
3868,24/02/2020 00:00:3901,exit,C,true,4.85
3869,24/02/2020 00:00:3902,exit,C,true,7.3
3870,24/02/2020 00:00:3903,entry,S,true,4.81
3871,24/02/2020 00:00:3904,exit,C,true,6.96
3872,24/02/2020 00:00:3905,exit,S,true,8.44
3873,24/02/2020 00:00:3906,entry,C,true,5.81
3874,24/02/2020 00:00:3907,exit,S,true,7.71
3875,24/02/2020 00:00:3908,exit,C,true,7.99
3876,24/02/2020 00:00:3909,exit,C,true,4.41
3877,24/02/2020 00:00:3910,entry,S,true,7.24
3878,24/02/2020 00:00:3911,entry,N,true,6.61
3879,24/02/2020 00:00:3912,exit,C,true,4.54
3880,24/02/2020 00:00:3913,exit,S,true,6.42
3881,24/02/2020 00:00:3914,exit,C,true,8.17
3882,24/02/2020 00:00:3915,exit,C,true,5.92
3883,24/02/2020 00:00:3916,entry,S,true,5.83
3884,24/02/2020 00:00:3917,entry,C,true,7.98
3885,24/02/2020 00:00:3918,exit,C,true,7.98
3886,24/02/2020 00:00:3919,exit,C,true,4.38
3887,24/02/2020 00:00:3920,entry,C,true,4.91
3888,24/02/2020 00:00:3921,entry,C,true,5.91
3889,24/02/2020 00:00:3922,exit,S,true,5.97
3890,24/02/2020 00:00:3923,entry,C,true,7.2
3891,24/02/2020 00:00:3924,exit,C,true,7.82
3892,24/02/2020 00:00:3925,exit,S,true,7.12
3893,24/02/2020 00:00:3926,exit,N,true,7.5
3894,24/02/2020 00:00:3927,entry,S,true,3.91
3895,24/02/2020 00:00:3928,entry,N,true,4.91
3896,24/02/2020 00:00:3929,exit,S,true,4.38
3897,24/02/2020 00:00:3930,entry,N,true,8.17
3898,24/02/2020 00:00:3931,entry,C,true,4.42
3899,24/02/2020 00:00:3932,exit,C,true,3.99
3900,24/02/2020 00:00:3933,entry,C,true,4.15
3901,24/02/2020 00:00:3934,exit,C,true,8.4
3902,24/02/2020 00:00:3935,exit,S,true,4.63
3903,24/02/2020 00:00:3936,entry,N,true,5.17
3904,24/02/2020 00:00:3937,entry,S,true,4.52
3905,24/02/2020 00:00:3938,entry,C,true,5.68
3906,24/02/2020 00:00:3939,exit,C,true,6.37
3907,24/02/2020 00:00:3940,entry,S,true,4.93
3908,24/02/2020 00:00:3941,exit,C,true,6.87
3909,24/02/2020 00:00:3942,exit,C,true,5.7
3910,24/02/2020 00:00:3943,entry,C,true,5.96
3911,24/02/2020 00:00:3944,entry,S,true,4.55
3912,24/02/2020 00:00:3945,exit,C,true,4.62
3913,24/02/2020 00:00:3946,entry,C,true,4.94
3914,24/02/2020 00:00:3947,exit,C,true,6.3
3915,24/02/2020 00:00:3948,exit,S,true,5.99
3916,24/02/2020 00:00:3949,exit,N,true,5.6
3917,24/02/2020 00:00:3950,exit,S,true,7.44
3918,24/02/2020 00:00:3951,exit,C,true,3.77
3919,24/02/2020 00:00:3952,entry,S,true,4.59
3920,24/02/2020 00:00:3953,exit,S,true,3.67
3921,24/02/2020 00:00:3954,entry,S,true,4.45
3922,24/02/2020 00:00:3955,exit,C,false,6.23
3923,24/02/2020 00:00:3956,exit,N,true,5.02
3924,24/02/2020 00:00:3957,exit,N,true,6.8
3925,24/02/2020 00:00:3958,entry,C,true,6.12
3926,24/02/2020 00:00:3959,entry,C,true,5.05
3927,24/02/2020 00:00:3960,exit,S,true,4.95
3928,24/02/2020 00:00:3961,entry,N,true,7.24
3929,24/02/2020 00:00:3962,exit,C,true,7.31
3930,24/02/2020 00:00:3963,entry,C,true,4.71
3931,24/02/2020 00:00:3964,entry,C,true,7.1
3932,24/02/2020 00:00:3965,exit,N,false,7.4
3933,24/02/2020 00:00:3966,entry,N,true,6.98
3934,24/02/2020 00:00:3967,exit,C,true,5.24
3935,24/02/2020 00:00:3968,exit,C,true,5.19
3936,24/02/2020 00:00:3969,entry,C,true,8.32
3937,24/02/2020 00:00:3970,entry,S,true,4.26
3938,24/02/2020 00:00:3971,exit,S,true,4.88
3939,24/02/2020 00:00:3972,exit,C,true,5.3
3940,24/02/2020 00:00:3973,entry,C,true,4.35
3941,24/02/2020 00:00:3974,entry,S,true,8.26
3942,24/02/2020 00:00:3975,entry,S,true,8.04
3943,24/02/2020 00:00:3976,exit,C,true,3.59
3944,24/02/2020 00:00:3977,entry,S,true,4.85
3945,24/02/2020 00:00:3978,entry,C,true,7.03
3946,24/02/2020 00:00:3979,entry,S,true,8.44
3947,24/02/2020 00:00:3980,exit,C,true,8.19
3948,24/02/2020 00:00:3981,exit,C,true,7.39
3949,24/02/2020 00:00:3982,entry,N,true,3.84
3950,24/02/2020 00:00:3983,exit,C,true,4.72
3951,24/02/2020 00:00:3984,entry,C,false,7.46
3952,24/02/2020 00:00:3985,entry,N,true,5.36
3953,24/02/2020 00:00:3986,entry,S,true,7.47
3954,24/02/2020 00:00:3987,exit,N,true,4.61
3955,24/02/2020 00:00:3988,entry,C,true,7.82
3956,24/02/2020 00:00:3989,entry,C,true,6.09
3957,24/02/2020 00:00:3990,exit,C,true,8.03
3958,24/02/2020 00:00:3991,entry,S,true,6.86
3959,24/02/2020 00:00:3992,entry,S,true,7.95
3960,24/02/2020 00:00:3993,entry,C,true,3.9
3961,24/02/2020 00:00:3994,entry,N,true,5.52
3962,24/02/2020 00:00:3995,entry,S,true,5.16
3963,24/02/2020 00:00:3996,entry,C,true,5.07
3964,24/02/2020 00:00:3997,entry,S,true,4.04
3965,24/02/2020 00:00:3998,entry,C,true,4.16
3966,24/02/2020 00:00:3999,entry,C,true,7.09
3967,24/02/2020 00:00:4000,entry,C,true,6.99
3968,24/02/2020 00:00:4001,entry,N,true,8.48
3969,24/02/2020 00:00:4002,entry,N,true,8.36
3970,24/02/2020 00:00:4003,entry,C,true,7.27
3971,24/02/2020 00:00:4004,entry,C,true,6.08
3972,24/02/2020 00:00:4005,entry,C,true,6.42
3973,24/02/2020 00:00:4006,entry,S,true,7.19
3974,24/02/2020 00:00:4007,entry,C,true,8.13
3975,24/02/2020 00:00:4008,entry,S,true,3.79
3976,24/02/2020 00:00:4009,entry,C,true,5.78
3977,24/02/2020 00:00:4010,entry,C,true,6.37
3978,24/02/2020 00:00:4011,entry,S,false,4.52
3979,24/02/2020 00:00:4012,entry,N,true,5.33
3980,24/02/2020 00:00:4013,entry,S,true,4.11
3981,24/02/2020 00:00:4014,entry,S,true,3.89
3982,24/02/2020 00:00:4015,entry,C,true,7.17
3983,24/02/2020 00:00:4016,entry,N,true,3.57
3984,24/02/2020 00:00:4017,entry,S,true,4.41
3985,24/02/2020 00:00:4018,entry,S,true,7.86
3986,24/02/2020 00:00:4019,entry,C,true,8.44
3987,24/02/2020 00:00:4020,entry,C,false,4.1
3988,24/02/2020 00:00:4021,entry,C,true,6.63
3989,24/02/2020 00:00:4022,entry,C,true,4.55
3990,24/02/2020 00:00:4023,entry,N,true,3.57
3991,24/02/2020 00:00:4024,entry,C,true,7.19
3992,24/02/2020 00:00:4025,entry,S,true,6.55
3993,24/02/2020 00:00:4026,entry,C,true,8.08
3994,24/02/2020 00:00:4027,entry,N,true,7.73
3995,24/02/2020 00:00:4028,entry,C,true,3.75
3996,24/02/2020 00:00:4029,entry,C,true,3.68
3997,24/02/2020 00:00:4030,entry,S,true,6
3998,24/02/2020 00:00:4031,entry,S,true,7.26
3999,24/02/2020 00:00:4032,exit,C,false,6.06
4000,24/02/2020 00:00:4033,entry,N,true,7.24
4001,24/02/2020 00:00:4034,entry,S,true,5.17
4002,24/02/2020 00:00:4035,entry,C,true,4.06
4003,24/02/2020 00:00:4036,entry,C,true,3.57
4004,24/02/2020 00:00:4037,entry,C,true,7.41
4005,24/02/2020 00:00:4038,entry,C,true,3.59
4006,24/02/2020 00:00:4039,entry,S,true,6.45
4007,24/02/2020 00:00:4040,entry,C,true,4.83
4008,24/02/2020 00:00:4041,entry,S,false,3.69
4009,24/02/2020 00:00:4042,entry,S,true,5.17
4010,24/02/2020 00:00:4043,entry,N,true,6
4011,24/02/2020 00:00:4044,entry,S,true,3.58
4012,24/02/2020 00:00:4045,entry,N,true,5.43
4013,24/02/2020 00:00:4046,entry,S,true,6.82
4014,24/02/2020 00:00:4047,entry,S,true,8.54
4015,24/02/2020 00:00:4048,entry,C,true,4.03
4016,24/02/2020 00:00:4049,entry,C,true,4.38
4017,24/02/2020 00:00:4050,entry,S,true,5.79
4018,24/02/2020 00:00:4051,entry,S,true,6.86
4019,24/02/2020 00:00:4052,entry,S,true,3.87
4020,24/02/2020 00:00:4053,entry,S,true,7.67
4021,24/02/2020 00:00:4054,entry,S,true,3.68
4022,24/02/2020 00:00:4055,entry,S,true,4.82
4023,24/02/2020 00:00:4056,entry,C,true,5.41
4024,24/02/2020 00:00:4057,entry,S,true,5.51
4025,24/02/2020 00:00:4058,entry,S,true,4.53
4026,24/02/2020 00:00:4059,entry,S,true,6.4
4027,24/02/2020 00:00:4060,entry,C,true,4.63
4028,24/02/2020 00:00:4061,entry,C,true,6.66
4029,24/02/2020 00:00:4062,entry,N,true,4.32
4030,24/02/2020 00:00:4063,entry,C,true,7.62
4031,24/02/2020 00:00:4064,entry,S,true,6.08
4032,24/02/2020 00:00:4065,entry,C,true,4.66
4033,24/02/2020 00:00:4066,entry,C,true,6.52
4034,24/02/2020 00:00:4067,entry,S,true,4.89
4035,24/02/2020 00:00:4068,entry,C,true,5.3
4036,24/02/2020 00:00:4069,entry,C,true,8.09
4037,24/02/2020 00:00:4070,entry,C,true,7.98
4038,24/02/2020 00:00:4071,entry,S,true,5.47
4039,24/02/2020 00:00:4072,entry,C,true,7.94
4040,24/02/2020 00:00:4073,entry,S,true,4.81
4041,24/02/2020 00:00:4074,entry,C,true,6.71
4042,24/02/2020 00:00:4075,exit,S,true,5.23
4043,24/02/2020 00:00:4076,entry,C,true,7.97
4044,24/02/2020 00:00:4077,entry,N,true,7.97
4045,24/02/2020 00:00:4078,entry,S,true,4.39
4046,24/02/2020 00:00:4079,entry,C,true,7.22
4047,24/02/2020 00:00:4080,entry,C,false,5.65
4048,24/02/2020 00:00:4081,entry,C,true,4.89
4049,24/02/2020 00:00:4082,entry,C,true,6.33
4050,24/02/2020 00:00:4083,entry,S,true,7.19
4051,24/02/2020 00:00:4084,entry,C,true,5.49
4052,24/02/2020 00:00:4085,entry,C,true,4.33
4053,24/02/2020 00:00:4086,entry,N,true,7.02
4054,24/02/2020 00:00:4087,entry,N,true,4.78
4055,24/02/2020 00:00:4088,entry,S,true,7.38
4056,24/02/2020 00:00:4089,entry,C,true,6.69
4057,24/02/2020 00:00:4090,entry,C,true,6.77
4058,24/02/2020 00:00:4091,entry,S,true,4.42
4059,24/02/2020 00:00:4092,entry,C,true,4.7
4060,24/02/2020 00:00:4093,entry,N,true,5
4061,24/02/2020 00:00:4094,exit,S,true,4.29
4062,24/02/2020 00:00:4095,entry,N,true,5.21
4063,24/02/2020 00:00:4096,entry,S,true,4.31
4064,24/02/2020 00:00:4097,entry,S,true,8.42
4065,24/02/2020 00:00:4098,entry,C,true,5.29
4066,24/02/2020 00:00:4099,entry,C,true,5.51
4067,24/02/2020 00:00:4100,entry,C,true,8.13
4068,24/02/2020 00:00:4101,entry,S,true,4.43
4069,24/02/2020 00:00:4102,entry,C,true,6.41
4070,24/02/2020 00:00:4103,exit,N,true,4.08
4071,24/02/2020 00:00:4104,entry,C,true,6.66
4072,24/02/2020 00:00:4105,entry,C,true,7.2
4073,24/02/2020 00:00:4106,entry,C,true,5.42
4074,24/02/2020 00:00:4107,entry,C,true,5.4
4075,24/02/2020 00:00:4108,exit,N,true,5.9
4076,24/02/2020 00:00:4109,entry,S,false,3.97
4077,24/02/2020 00:00:4110,entry,N,true,4.64
4078,24/02/2020 00:00:4111,exit,S,true,4.07
4079,24/02/2020 00:00:4112,entry,N,true,7.4
4080,24/02/2020 00:00:4113,entry,S,true,7.43
4081,24/02/2020 00:00:4114,entry,C,true,4.92
4082,24/02/2020 00:00:4115,entry,N,true,4.45
4083,24/02/2020 00:00:4116,entry,C,true,7.31
4084,24/02/2020 00:00:4117,entry,S,true,8.1
4085,24/02/2020 00:00:4118,entry,C,true,8.15
4086,24/02/2020 00:00:4119,entry,S,true,7.24
4087,24/02/2020 00:00:4120,entry,C,true,3.6
4088,24/02/2020 00:00:4121,entry,N,true,6.02
4089,24/02/2020 00:00:4122,entry,C,true,8.1
4090,24/02/2020 00:00:4123,entry,S,true,4.44
4091,24/02/2020 00:00:4124,exit,S,true,5.7
4092,24/02/2020 00:00:4125,exit,S,true,4.4
4093,24/02/2020 00:00:4126,entry,N,true,5.98
4094,24/02/2020 00:00:4127,entry,C,true,3.69
4095,24/02/2020 00:00:4128,entry,S,false,3.82
4096,24/02/2020 00:00:4129,entry,C,true,7.39
4097,24/02/2020 00:00:4130,entry,C,true,4.18
4098,24/02/2020 00:00:4131,entry,C,true,6.01
4099,24/02/2020 00:00:4132,entry,S,true,5.17
4100,24/02/2020 00:00:4133,entry,C,true,6.46
4101,24/02/2020 00:00:4134,entry,C,true,6.38
4102,24/02/2020 00:00:4135,entry,S,true,5.81
4103,24/02/2020 00:00:4136,entry,C,true,3.69
4104,24/02/2020 00:00:4137,entry,C,true,6.97
4105,24/02/2020 00:00:4138,entry,S,true,5.36
4106,24/02/2020 00:00:4139,entry,C,true,7.03
4107,24/02/2020 00:00:4140,entry,C,true,6.08
4108,24/02/2020 00:00:4141,exit,S,true,6.48
4109,24/02/2020 00:00:4142,entry,C,true,8.13
4110,24/02/2020 00:00:4143,entry,C,true,5.63
4111,24/02/2020 00:00:4144,entry,N,true,7.77
4112,24/02/2020 00:00:4145,exit,S,true,5.15
4113,24/02/2020 00:00:4146,entry,N,true,3.66
4114,24/02/2020 00:00:4147,entry,N,true,6.76
4115,24/02/2020 00:00:4148,exit,C,true,5.87
4116,24/02/2020 00:00:4149,entry,S,true,3.68
4117,24/02/2020 00:00:4150,entry,C,true,8
4118,24/02/2020 00:00:4151,entry,S,true,8.06
4119,24/02/2020 00:00:4152,entry,S,true,5.79
4120,24/02/2020 00:00:4153,entry,N,true,6.67
4121,24/02/2020 00:00:4154,entry,S,true,7.63
4122,24/02/2020 00:00:4155,entry,C,true,8.11
4123,24/02/2020 00:00:4156,entry,S,true,5.39
4124,24/02/2020 00:00:4157,entry,S,true,5.62
4125,24/02/2020 00:00:4158,entry,N,true,4.89
4126,24/02/2020 00:00:4159,exit,C,true,7.12
4127,24/02/2020 00:00:4160,entry,C,true,4.22
4128,24/02/2020 00:00:4161,entry,N,false,7
4129,24/02/2020 00:00:4162,entry,N,true,4
4130,24/02/2020 00:00:4163,entry,C,true,5.47
4131,24/02/2020 00:00:4164,exit,S,true,8.41
4132,24/02/2020 00:00:4165,entry,N,true,4.71
4133,24/02/2020 00:00:4166,entry,C,true,5.6
4134,24/02/2020 00:00:4167,entry,C,true,5.88
4135,24/02/2020 00:00:4168,entry,C,true,5.78
4136,24/02/2020 00:00:4169,exit,C,false,4.04
4137,24/02/2020 00:00:4170,entry,S,true,5.35
4138,24/02/2020 00:00:4171,entry,S,true,4.92
4139,24/02/2020 00:00:4172,entry,C,true,7.42
4140,24/02/2020 00:00:4173,entry,C,true,6.53
4141,24/02/2020 00:00:4174,entry,C,true,4.03
4142,24/02/2020 00:00:4175,entry,C,true,4.29
4143,24/02/2020 00:00:4176,entry,S,true,4.64
4144,24/02/2020 00:00:4177,entry,C,true,4.4
4145,24/02/2020 00:00:4178,entry,C,true,8.39
4146,24/02/2020 00:00:4179,entry,S,true,3.76
4147,24/02/2020 00:00:4180,entry,S,true,7.03
4148,24/02/2020 00:00:4181,entry,S,true,5.64
4149,24/02/2020 00:00:4182,exit,C,true,7.96
4150,24/02/2020 00:00:4183,exit,C,true,7.61
4151,24/02/2020 00:00:4184,entry,C,true,4.4
4152,24/02/2020 00:00:4185,exit,S,true,7.12
4153,24/02/2020 00:00:4186,entry,S,true,3.62
4154,24/02/2020 00:00:4187,entry,C,true,3.76
4155,24/02/2020 00:00:4188,entry,C,true,4.96
4156,24/02/2020 00:00:4189,entry,S,true,5.21
4157,24/02/2020 00:00:4190,exit,S,true,5.04
4158,24/02/2020 00:00:4191,entry,C,true,6.44
4159,24/02/2020 00:00:4192,entry,S,true,8.15
4160,24/02/2020 00:00:4193,entry,S,true,7.62
4161,24/02/2020 00:00:4194,entry,C,true,7.93
4162,24/02/2020 00:00:4195,entry,C,true,6.97
4163,24/02/2020 00:00:4196,exit,C,true,4.19
4164,24/02/2020 00:00:4197,entry,C,true,8.07
4165,24/02/2020 00:00:4198,entry,S,true,7.63
4166,24/02/2020 00:00:4199,exit,S,true,4.4
4167,24/02/2020 00:00:4200,entry,N,true,8.08
4168,24/02/2020 00:00:4201,exit,S,true,5.2
4169,24/02/2020 00:00:4202,exit,N,true,5.18
4170,24/02/2020 00:00:4203,entry,N,true,5.83
4171,24/02/2020 00:00:4204,exit,C,true,5.14
4172,24/02/2020 00:00:4205,entry,C,true,3.56
4173,24/02/2020 00:00:4206,exit,C,true,6.55
4174,24/02/2020 00:00:4207,exit,S,true,7.36
4175,24/02/2020 00:00:4208,entry,C,true,8.11
4176,24/02/2020 00:00:4209,entry,S,true,7.33
4177,24/02/2020 00:00:4210,entry,C,true,6.91
4178,24/02/2020 00:00:4211,entry,C,true,5.6
4179,24/02/2020 00:00:4212,entry,N,true,7.06
4180,24/02/2020 00:00:4213,entry,S,true,7
4181,24/02/2020 00:00:4214,exit,N,true,6.22
4182,24/02/2020 00:00:4215,entry,C,true,7.46
4183,24/02/2020 00:00:4216,entry,S,true,7.49
4184,24/02/2020 00:00:4217,entry,C,true,8.06
4185,24/02/2020 00:00:4218,entry,S,true,7.51
4186,24/02/2020 00:00:4219,entry,C,true,4.47
4187,24/02/2020 00:00:4220,exit,C,true,4.83
4188,24/02/2020 00:00:4221,exit,S,true,8.28
4189,24/02/2020 00:00:4222,exit,S,true,8.41
4190,24/02/2020 00:00:4223,exit,S,true,8.09
4191,24/02/2020 00:00:4224,entry,S,true,5.9
4192,24/02/2020 00:00:4225,entry,N,true,3.6
4193,24/02/2020 00:00:4226,exit,C,true,5.37
4194,24/02/2020 00:00:4227,entry,C,true,4.32
4195,24/02/2020 00:00:4228,entry,C,true,5.22
4196,24/02/2020 00:00:4229,exit,S,true,4.49
4197,24/02/2020 00:00:4230,exit,S,true,4.8
4198,24/02/2020 00:00:4231,entry,N,true,4.59
4199,24/02/2020 00:00:4232,entry,C,true,8.16
4200,24/02/2020 00:00:4233,exit,N,true,8.38
4201,24/02/2020 00:00:4234,entry,S,true,7.93
4202,24/02/2020 00:00:4235,exit,N,true,3.65
4203,24/02/2020 00:00:4236,entry,C,true,4.29
4204,24/02/2020 00:00:4237,exit,C,true,5.72
4205,24/02/2020 00:00:4238,exit,C,false,6.22
4206,24/02/2020 00:00:4239,entry,S,true,5.37
4207,24/02/2020 00:00:4240,entry,S,true,4.1
4208,24/02/2020 00:00:4241,exit,C,true,4.1
4209,24/02/2020 00:00:4242,entry,N,true,4.01
4210,24/02/2020 00:00:4243,entry,S,true,4.21
4211,24/02/2020 00:00:4244,exit,S,true,7.95
4212,24/02/2020 00:00:4245,entry,S,true,6.89
4213,24/02/2020 00:00:4246,entry,C,true,7.97
4214,24/02/2020 00:00:4247,exit,S,true,7.24
4215,24/02/2020 00:00:4248,entry,C,true,6.56
4216,24/02/2020 00:00:4249,entry,S,true,4.88
4217,24/02/2020 00:00:4250,exit,C,true,5.5
4218,24/02/2020 00:00:4251,exit,C,true,6.66
4219,24/02/2020 00:00:4252,exit,C,true,6.2
4220,24/02/2020 00:00:4253,entry,C,true,5.38
4221,24/02/2020 00:00:4254,exit,C,true,6.46
4222,24/02/2020 00:00:4255,entry,C,true,4.92
4223,24/02/2020 00:00:4256,entry,C,true,7.68
4224,24/02/2020 00:00:4257,exit,N,true,4.87
4225,24/02/2020 00:00:4258,exit,S,true,6.64
4226,24/02/2020 00:00:4259,entry,C,true,6.73
4227,24/02/2020 00:00:4260,exit,C,true,8.04
4228,24/02/2020 00:00:4261,exit,C,true,3.9
4229,24/02/2020 00:00:4262,exit,N,true,5.68
4230,24/02/2020 00:00:4263,entry,C,true,4.5
4231,24/02/2020 00:00:4264,exit,C,true,5.32
4232,24/02/2020 00:00:4265,entry,C,true,6.53
4233,24/02/2020 00:00:4266,exit,C,true,4.63
4234,24/02/2020 00:00:4267,exit,N,true,7.37
4235,24/02/2020 00:00:4268,exit,C,true,6.05
4236,24/02/2020 00:00:4269,entry,S,true,4.51
4237,24/02/2020 00:00:4270,exit,S,true,7.72
4238,24/02/2020 00:00:4271,entry,S,true,3.91
4239,24/02/2020 00:00:4272,entry,C,true,6.51
4240,24/02/2020 00:00:4273,entry,C,true,5.22
4241,24/02/2020 00:00:4274,exit,S,true,8.03
4242,24/02/2020 00:00:4275,entry,S,true,7.52
4243,24/02/2020 00:00:4276,entry,N,true,8.09
4244,24/02/2020 00:00:4277,exit,N,true,6.88
4245,24/02/2020 00:00:4278,entry,S,true,4.57
4246,24/02/2020 00:00:4279,exit,C,true,7.2
4247,24/02/2020 00:00:4280,entry,N,true,4.59
4248,24/02/2020 00:00:4281,entry,C,true,7.2
4249,24/02/2020 00:00:4282,exit,S,true,7.66
4250,24/02/2020 00:00:4283,exit,C,true,5.25
4251,24/02/2020 00:00:4284,entry,C,true,8.33
4252,24/02/2020 00:00:4285,entry,S,true,4.33
4253,24/02/2020 00:00:4286,exit,S,true,7.47
4254,24/02/2020 00:00:4287,exit,C,true,8.33
4255,24/02/2020 00:00:4288,entry,S,true,4.28
4256,24/02/2020 00:00:4289,exit,S,true,5.74
4257,24/02/2020 00:00:4290,exit,C,true,8.43
4258,24/02/2020 00:00:4291,exit,C,true,5.12
4259,24/02/2020 00:00:4292,exit,S,true,8.42
4260,24/02/2020 00:00:4293,entry,S,true,5.13
4261,24/02/2020 00:00:4294,exit,N,true,7.68
4262,24/02/2020 00:00:4295,entry,S,true,6.89
4263,24/02/2020 00:00:4296,exit,C,true,6.99
4264,24/02/2020 00:00:4297,exit,N,true,5.79
4265,24/02/2020 00:00:4298,entry,S,true,5.8
4266,24/02/2020 00:00:4299,entry,C,true,4.66
4267,24/02/2020 00:00:4300,entry,C,true,6.48
4268,24/02/2020 00:00:4301,exit,S,true,5.72
4269,24/02/2020 00:00:4302,exit,C,true,3.61
4270,24/02/2020 00:00:4303,exit,C,true,4.39
4271,24/02/2020 00:00:4304,entry,C,true,5.81
4272,24/02/2020 00:00:4305,exit,S,true,4.07
4273,24/02/2020 00:00:4306,entry,C,true,4.33
4274,24/02/2020 00:00:4307,entry,C,true,7.73
4275,24/02/2020 00:00:4308,exit,S,true,5.64
4276,24/02/2020 00:00:4309,entry,S,true,5.98
4277,24/02/2020 00:00:4310,entry,C,true,5.08
4278,24/02/2020 00:00:4311,exit,S,true,3.78
4279,24/02/2020 00:00:4312,entry,C,true,8.43
4280,24/02/2020 00:00:4313,entry,S,true,5.67
4281,24/02/2020 00:00:4314,exit,C,true,6.85
4282,24/02/2020 00:00:4315,entry,C,true,6
4283,24/02/2020 00:00:4316,entry,N,true,4.66
4284,24/02/2020 00:00:4317,exit,S,false,4.92
4285,24/02/2020 00:00:4318,entry,S,true,6.53
4286,24/02/2020 00:00:4319,entry,C,true,7.27
